sample_barcode	missing_fraction	retained
TCGA-D8-A1XU-01A	0.14216770348861746	True
TCGA-D8-A1XV-01A	0.13873226359193389	True
TCGA-D8-A1XW-01A	0.1444340809143166	True
TCGA-D8-A1XY-01A	0.15116568611727765	True
TCGA-D8-A1XZ-01A	0.15357555857551636	True
TCGA-D8-A1Y0-01A	0.14294637506225152	True
TCGA-D8-A1Y1-01A	0.14999240320415966	True
TCGA-D8-A1Y2-01A	0.14777034042086248	True
TCGA-D8-A1Y3-01A	0.1723649669539381	True
TCGA-D8-A27E-01A	0.14040988934000725	True
TCGA-D8-A27F-01A	0.14410488642790217	True
TCGA-D8-A27G-01A	0.13638147732356443	True
TCGA-D8-A27H-01A	0.14181529657046874	True
TCGA-D8-A27I-01A	0.1357083168032683	True
TCGA-D8-A27K-01A	0.13946451030209925	True
TCGA-D8-A27L-01A	0.14135737859898204	True
TCGA-D8-A27M-01A	0.13503304606190544	True
TCGA-D8-A27N-01A	0.14040355867680698	True
TCGA-D8-A27P-01A	0.13755053979454887	True
TCGA-D8-A27R-01A	0.1457909530602426	True
TCGA-D8-A27T-01A	0.1408867993010948	True
TCGA-D8-A27V-01A	0.14057448658321445	True
TCGA-D8-A27W-01A	0.14309409053692465	True
TCGA-D8-A3Z5-01A	0.13591722868887746	True
TCGA-D8-A3Z6-01A	0.14252222062783299	True
TCGA-D8-A4Z1-01A	0.1477851119683298	True
TCGA-D8-A73U-01A	0.15188527150104245	True
TCGA-D8-A73W-01A	0.1393336765959602	True
TCGA-D8-A73X-01A	0.17491622422364966	True
TCGA-E2-A105-01A	0.17797182432831662	True
