gene	direction	n_probes	max_abs_delta_beta	min_fdr
HECW2	hypomethylated	2	0.3977199251148318	2.0601568471354396e-121
HEG1	hypomethylated	1	0.228588739492315	1.384047314001733e-71
HELLPAR	hypomethylated	1	0.3989449064425867	1.6034328820193426e-51
HELZ	hypomethylated	1	0.2498810141876053	6.0720533503489e-53
HEMGN	hypomethylated	1	0.2023424585713351	1.9261556883783596e-26
HEPACAM	hypomethylated	2	0.2992342613156874	5.01448845994843e-183
HEPACAM2	hypomethylated	2	0.2927555615836513	7.855656054403856e-106
HEPH	hypomethylated	1	0.2217583806291334	1.3161515203170008e-123
HEPN1	hypomethylated	2	0.2634686019486433	7.087973095916576e-108
HERC1	hypomethylated	1	0.3106322728690741	2.791129789814617e-114
HEXD	hypomethylated	2	0.2375643456119229	5.204671734005665e-60
HGD	hypomethylated	2	0.2115210886722618	2.723784819308244e-56
HHAT	hypomethylated	2	0.3863229531958554	1.442766903883711e-255
HHIPL2	hypomethylated	1	0.283368841968216	2.966469856893944e-126
HIBADH	hypomethylated	1	0.2808868795236455	1.3945258473926195e-87
HIF1A-AS3	hypomethylated	1	0.2013810425544955	8.704807406045861e-83
HIGD1A	hypomethylated	1	0.2023753865069347	1.1005685029725643e-43
HINFP	hypomethylated	1	0.2773929646225802	5.521522120767473e-118
HIVEP3	hypomethylated	5	0.3494968791330333	6.1803985168982094e-105
HK1	hypomethylated	1	0.2961907064422031	4.500516722830822e-64
HK2	hypomethylated	1	0.3001855351575101	6.683712083587068e-115
HLA-DMA	hypomethylated	1	0.3240652954287706	1.2782658671686555e-117
HLA-DOA	hypomethylated	10	0.2548698043397562	4.762948701846079e-137
HLA-DOB	hypomethylated	2	0.2509306561704961	2.2862930091000207e-121
HLA-DPB2	hypomethylated	2	0.2796270969636809	1.4880934419023813e-111
HLA-DQA2	hypomethylated	2	0.3336847435875222	2.399249668762025e-54
HLA-DQB2	hypomethylated	2	0.2342713139360344	4.443327781006415e-101
HLA-DRA	hypomethylated	4	0.3251389269809799	1.5727190909874735e-128
HLA-F	hypomethylated	1	0.2260247500753958	3.085734212471461e-115
HLA-F-AS1	hypomethylated	1	0.2260247500753958	3.085734212471461e-115
HLA-L	hypomethylated	2	0.2505286287277309	1.436407957685142e-71
HLCS	hypomethylated	2	0.2814425845641306	2.725294906788681e-101
HLX	hypomethylated	1	0.3458923567685281	1.6582347029193428e-22
HLX-AS1	hypomethylated	1	0.3458923567685281	1.6582347029193428e-22
HMCN1	hypomethylated	12	0.4346098479494232	6.58130202479362e-194
HMGA1	hypomethylated	2	0.2630438905242852	1.7041657526505331e-87
HMGA2	hypomethylated	10	0.3902962005258005	9.61486501976443e-130
HMGA2-AS1	hypomethylated	1	0.2965103437677334	1.2040471320779384e-82
HMGB1	hypomethylated	2	0.2803187590843934	5.416526737462656e-95
HMGB2	hypomethylated	2	0.2317481724272636	2.8374365816743223e-40
HMGB3P12	hypomethylated	1	0.2676198331424341	1.4502994044701858e-141
HMGB3P22	hypomethylated	2	0.2074760390177555	6.357373146751916e-123
HMGB4	hypomethylated	3	0.3087648527376119	4.927147946480557e-149
HMGCL	hypomethylated	4	0.3252151600474937	2.0409160881417245e-51
HMGCLL1	hypomethylated	1	0.2569844556259573	5.400898513242342e-68
HMGN2P20	hypomethylated	1	0.3321551023837185	8.54475048952735e-29
HMGN2P3	hypomethylated	1	0.3306792852337175	3.5747432128646386e-185
HMGN2P46	hypomethylated	2	0.260519969653004	5.870158439562431e-121
HMGN4	hypomethylated	1	0.2144096363795424	1.4947247049331238e-120
HMHB1	hypomethylated	3	0.2280623003379586	4.817510744873814e-128
HNF1A-AS1	hypomethylated	2	0.2383724706195036	6.903478363188965e-87
HNF4G	hypomethylated	1	0.2093341565514276	8.474887099716586e-46
HNRNPA1	hypomethylated	1	0.3264628492908183	3.5158852666211467e-10
HNRNPA3P1	hypomethylated	1	0.2914333740999631	9.226880858071385e-148
HNRNPA3P10	hypomethylated	1	0.2129934412014222	3.799459474283826e-90
HNRNPDP1	hypomethylated	1	0.2125133015386786	1.6656787716103092e-103
HNRNPF	hypomethylated	1	0.2222730302999143	4.523318602600838e-85
HNRNPLP2	hypomethylated	1	0.2661726785032078	4.057251402226432e-105
HOMER1	hypomethylated	1	0.2706295275435995	6.148925576938904e-148
HOPX	hypomethylated	2	0.2932575874199843	1.0908898590714677e-59
HOXA-AS2	hypomethylated	1	0.2355043899629232	1.7131900661556387e-82
HOXA3	hypomethylated	1	0.2355043899629232	1.7131900661556387e-82
HOXB-AS3	hypomethylated	2	0.2163921453001718	2.1330415284962051e-57
HOXB3	hypomethylated	2	0.2163921453001718	2.1330415284962051e-57
HOXD-AS2	hypomethylated	1	0.2230998213573168	4.44166467998333e-09
HPGDS	hypomethylated	1	0.3079438853280818	8.366345483813034e-60
HPS4	hypomethylated	1	0.2136748206998119	3.373024140307281e-95
HPSE2	hypomethylated	1	0.2174143948156484	1.0400628986354272e-60
HPYR1	hypomethylated	2	0.3186482410691494	9.44738990477513e-53
HRH1	hypomethylated	3	0.2368249501327071	1.0676576956381985e-118
HRNR	hypomethylated	3	0.3278879178103722	3.3737808483643374e-125
HS1BP3	hypomethylated	1	0.20767795874425	3.882795668871954e-93
HS3ST1	hypomethylated	1	0.2920717554683332	2.3125768770057198e-117
HS3ST2	hypomethylated	11	0.4629815623009713	8.546191862636768e-168
HS3ST3A1	hypomethylated	1	0.2365151431254393	9.996617831834206e-125
HS3ST4	hypomethylated	10	0.4202379882105914	3.5747432128646386e-185
HS6ST2	hypomethylated	1	0.2051562630280509	1.2261268107880447e-60
HSD11B1-AS1	hypomethylated	1	0.2281769404191997	1.4434550027018029e-134
HSD52	hypomethylated	1	0.2392697924004748	1.1528764787794097e-89
HSP90AB1	hypomethylated	1	0.2077398692559257	3.222896248032398e-12
HSP90AB3P	hypomethylated	1	0.2614084376440057	9.344623221768613e-116
HSPA12A	hypomethylated	1	0.3534814738307555	1.0546607195717013e-160
HSPA2	hypomethylated	1	0.2766689807792629	1.6991589407395485e-117
HSPD1P21	hypomethylated	2	0.3080796638888234	3.2934095510343184e-60
HSPD1P7	hypomethylated	1	0.246711557919217	1.2270718573579881e-115
HTATIP2	hypomethylated	1	0.308478490945592	5.1910421586261426e-61
HTR2A	hypomethylated	1	0.2025898339742882	1.3572494794434663e-133
HTR2C	hypomethylated	2	0.2362889433805518	1.4156959352234044e-120
HTR3A	hypomethylated	3	0.2412687812709817	2.71206840460709e-117
HTR3E	hypomethylated	1	0.233668162128118	1.05467537213047e-88
HTR3E-AS1	hypomethylated	1	0.233668162128118	1.05467537213047e-88
HTR4	hypomethylated	1	0.3372261089945556	1.346805059275039e-114
HTR5A	hypomethylated	4	0.3412801565632937	3.112392502218166e-216
HTR5A-AS1	hypomethylated	1	0.2202723043956525	2.3305335538867308e-51
HTRA1	hypomethylated	1	0.2026343720700707	5.69387780685212e-122
HTT	hypomethylated	1	0.2437852111766291	1.0126784858083944e-77
HYDIN	hypomethylated	1	0.2512334023125568	2.1605557820745338e-83
IAPP	hypomethylated	2	0.2975149972098214	2.8536289846110562e-95
IATPR	hypomethylated	1	0.3087583988242132	4.1314947795927134e-80
ICA1	hypomethylated	1	0.2503179488212675	8.606380980760218e-85
ICA1L	hypomethylated	1	0.2575160184975972	3.348176924925112e-111
IDH2-DT	hypomethylated	1	0.2062460146507785	1.465386987769774e-54
IDH3A	hypomethylated	1	0.266137785533928	2.5734547802130136e-95
IDI2	hypomethylated	1	0.2125624831129864	2.562940828053336e-74
IDI2-AS1	hypomethylated	1	0.2125624831129864	2.562940828053336e-74
IDO2	hypomethylated	1	0.2162994844508322	2.1795614737873285e-87
IDS	hypomethylated	1	0.2169856275542201	1.297872646390791e-55
IDUA	hypomethylated	4	0.3341349943587001	2.763531658775385e-105
IER5	hypomethylated	2	0.2760458535977814	6.675997106973543e-102
IFI16	hypomethylated	3	0.3052661230577572	4.629288274255844e-163
IFNA8	hypomethylated	1	0.2140988845563679	1.3419630538362217e-102
IFT140	hypomethylated	3	0.3190539832104422	5.058454834423625e-106
IFT46	hypomethylated	1	0.2378225545477076	3.665679426900164e-70
IGF1	hypomethylated	2	0.3989449064425867	1.5638107917088e-76
IGF1R	hypomethylated	6	0.4601447522265356	8.545268035905071e-120
IGF2	hypomethylated	4	0.3054028458955908	7.645216616101177e-130
IGF2-AS	hypomethylated	1	0.3054028458955908	6.735808384042893e-94
IGF2BP1	hypomethylated	2	0.2378131422908782	1.6227849002734246e-122
IGF2BP2	hypomethylated	4	0.2345248248323093	1.2272063668129117e-95
IGF2BP3	hypomethylated	6	0.2639444100229364	1.550480705658566e-112
IGFALS	hypomethylated	1	0.2391787052779877	3.272932184257283e-39
IGFBP7	hypomethylated	1	0.2323372269484386	3.861654138309855e-56
IGFL4	hypomethylated	3	0.2335165718275299	1.2252780106260996e-95
IGHD	hypomethylated	2	0.2203504153275053	2.255010960699437e-108
IGHV3-37	hypomethylated	1	0.2043116348013836	9.091913417615003e-118
IGHV4-80	hypomethylated	1	0.2502137526758934	2.4972734991494674e-56
IGHV7-34-1	hypomethylated	1	0.311196373530441	4.145195066453573e-170
IGIP	hypomethylated	1	0.2526456552688694	1.5933036497791474e-59
IGKV7-3	hypomethylated	1	0.2704263654046597	5.377552070462246e-92
IGSF11	hypomethylated	4	0.3193361980208886	5.25673252584849e-113
IGSF21	hypomethylated	1	0.2137430689054591	4.8276687727492755e-73
IKZF1	hypomethylated	12	0.3568860328324474	2.5678024071733367e-151
IKZF4	hypomethylated	1	0.3278478351951205	7.768782871490711e-143
IL12A	hypomethylated	1	0.2598604653113863	5.392385988702295e-72
IL12A-AS1	hypomethylated	2	0.3603213799203785	5.392385988702295e-72
IL12B	hypomethylated	2	0.2977549989958634	1.0210271946912525e-119
IL12RB2	hypomethylated	1	0.202094280551542	6.684460548630237e-116
IL15	hypomethylated	1	0.253423175017765	1.2803215610969866e-133
IL17A	hypomethylated	1	0.2519221770906072	1.9626980769627115e-48
IL17RE	hypomethylated	1	0.2886521724741845	3.536349497362547e-104
IL17REL	hypomethylated	1	0.23943463403719	4.1061253337007305e-49
IL18	hypomethylated	1	0.2016050529324874	1.3017804032359354e-40
IL18RAP	hypomethylated	3	0.3589213386910861	1.0428753457779555e-161
IL19	hypomethylated	1	0.3190325551338082	3.6883321387402137e-35
IL1A	hypomethylated	1	0.2369872976076042	1.934756578770764e-101
IL1R1	hypomethylated	1	0.3945725543509527	1.50152518774862e-121
IL1RAP	hypomethylated	1	0.221712578506228	1.3113447489960866e-96
IL1RAPL2	hypomethylated	1	0.3028177302184036	1.013729793915588e-84
IL20	hypomethylated	1	0.2617835967514035	7.207553026931836e-62
IL20RA	hypomethylated	2	0.248934233081678	7.116234751059123e-55
IL21	hypomethylated	1	0.2519387871087658	3.075115588483892e-89
IL21-AS1	hypomethylated	1	0.2519387871087658	3.075115588483892e-89
IL21R	hypomethylated	1	0.2393285220431299	1.4658334402439796e-130
IL22RA2	hypomethylated	1	0.225584781461828	1.511658740567206e-48
IL23R	hypomethylated	1	0.2067627953094186	4.263779428143675e-50
IL24	hypomethylated	1	0.2024010484960355	9.627547178250146e-30
IL27RA	hypomethylated	1	0.2751608029147495	1.052808771461307e-131
IL37	hypomethylated	1	0.2614863148991341	1.226992633349946e-92
IL4R	hypomethylated	1	0.3169879319948193	4.4301056143760624e-120
IL5RA	hypomethylated	1	0.2141937597526397	8.946491641502602e-68
IL6	hypomethylated	1	0.2993627882551873	2.160663738823907e-61
IL6-AS1	hypomethylated	1	0.2993627882551873	2.160663738823907e-61
IL7	hypomethylated	3	0.26839789164435	1.6386319521833317e-99
ILRUN	hypomethylated	1	0.3564718858591607	6.29101946592898e-94
IMMP2L	hypomethylated	1	0.2922696019428467	4.34051503187319e-132
IMPG1	hypomethylated	1	0.2161434744063581	7.3624142887091376e-62
IMPG2	hypomethylated	1	0.2692369268118815	1.5761851723388276e-148
INA	hypomethylated	1	0.2020708072889075	4.926493960048264e-72
INAVA	hypomethylated	1	0.2357402850585136	5.0672254544726196e-130
INF2	hypomethylated	1	0.224615442631835	4.702020638273084e-131
INHA	hypomethylated	1	0.2120773524279092	8.388943096962289e-59
INHBB	hypomethylated	1	0.2258605270428499	3.320765727940456e-72
INPP4B	hypomethylated	1	0.2707626574052941	7.247906740716787e-22
INPP5A	hypomethylated	4	0.2791772535374983	2.5149652475081272e-85
INPP5B	hypomethylated	1	0.2719088197943022	4.575621390688427e-90
INS-IGF2	hypomethylated	4	0.3054028458955908	6.735808384042893e-94
INSR	hypomethylated	2	0.356979582247073	5.4964455598894473e-157
INSYN2B	hypomethylated	2	0.2694615283056569	6.876895765806322e-108
INTS12	hypomethylated	1	0.2441467979319573	2.9691183430418406e-85
IPCEF1	hypomethylated	1	0.2410612958248068	3.145713331125847e-64
IQANK1	hypomethylated	1	0.2646730492503969	2.2752683876240376e-36
IQCA1L	hypomethylated	2	0.2155592362041439	2.3979439929107333e-139
IQCC	hypomethylated	1	0.2170584322528251	2.1490102494699085e-50
IQCF3	hypomethylated	1	0.2190224551081879	1.391811266560629e-110
IQCH	hypomethylated	2	0.2824274500230377	8.148750869125346e-139
IQCH-AS1	hypomethylated	1	0.2824274500230377	8.148750869125346e-139
IQCJ-SCHIP1	hypomethylated	1	0.4025577790495278	3.802405511664041e-61
IQCK	hypomethylated	1	0.2540632381143636	3.99958128974578e-43
IQCM	hypomethylated	1	0.3377181185198834	2.1699599638337374e-156
IQGAP2	hypomethylated	1	0.2308774065249644	1.4823357617647468e-49
IQSEC1	hypomethylated	1	0.2667846296860477	8.105293706493805e-86
IQSEC3	hypomethylated	2	0.2515386639659596	2.1792715960256435e-83
IQSEC3P1	hypomethylated	1	0.2126717785900049	1.8687276125252537e-59
IQUB	hypomethylated	1	0.313167557664797	4.084407903815538e-10
IRAG1	hypomethylated	4	0.2914335977306055	2.055670125540869e-151
IRF1	hypomethylated	1	0.4063717785398554	2.756645556722529e-110
IRF1-AS1	hypomethylated	2	0.2462690160388039	4.934523236219896e-55
IRF4	hypomethylated	5	0.3179810341642995	3.644438417607706e-145
IRF6	hypomethylated	1	0.2131593663877642	6.786791744514128e-44
IRF7	hypomethylated	1	0.3100749494912675	2.738166496077125e-94
IRF8	hypomethylated	6	0.336101339027659	1.2278594507695016e-150
IRX1P1	hypomethylated	1	0.3225689539143149	4.573688855853449e-65
ISG15	hypomethylated	1	0.2240187728372527	3.185331164651136e-72
ISG20	hypomethylated	1	0.220179888162612	1.909705472779827e-58
ISLR2	hypomethylated	2	0.2276938517940242	7.325390345997106e-55
ITFG2-AS1	hypomethylated	1	0.2126717785900049	1.8687276125252537e-59
ITGA1	hypomethylated	1	0.2947886580137918	9.83787425943075e-151
ITGA6	hypomethylated	1	0.2463922903211302	1.3589407072834825e-33
ITGA8	hypomethylated	1	0.3061704308688183	8.854572257097837e-105
ITGB1	hypomethylated	1	0.2181378953880443	4.478981723755947e-73
ITGB1-DT	hypomethylated	1	0.3146023284014405	1.5942993341756384e-44
ITGB1BP1	hypomethylated	1	0.2025728307327267	2.4981024534738784e-92
ITGB2	hypomethylated	1	0.2282620401317938	1.3217045135237873e-72
ITGB5	hypomethylated	2	0.241238279053697	2.4297383999786278e-138
ITGB6	hypomethylated	1	0.2660994792615068	4.754849912969429e-103
ITGBL1	hypomethylated	1	0.2086443841698492	2.823744849166382e-117
ITIH2	hypomethylated	2	0.2810624012263533	1.5945567778286343e-114
ITIH3	hypomethylated	1	0.2224107889909431	2.521951849790638e-112
ITK	hypomethylated	5	0.2788237901600001	1.427419342555974e-135
ITLN1	hypomethylated	1	0.2309873277828078	3.4451468572776125e-98
ITM2C	hypomethylated	1	0.3017313108270575	8.366406231758501e-136
ITPK1	hypomethylated	1	0.2299598467843145	1.850431974987377e-70
ITPKB	hypomethylated	2	0.2702434256950385	6.359680171673171e-127
ITPRID1	hypomethylated	2	0.3015625639184561	2.6031970904039814e-120
ITPRIPL2	hypomethylated	1	0.3134107682763076	6.682553911758883e-47
ITSN2	hypomethylated	1	0.3321551023837185	8.54475048952735e-29
IVL	hypomethylated	6	0.3051455070901998	2.176149278515347e-141
IYD	hypomethylated	2	0.2541312694461404	5.554766796649258e-82
JAKMIP2	hypomethylated	1	0.2687547457794358	1.1425169151259034e-95
JAKMIP2-AS1	hypomethylated	2	0.2700104311636427	3.4188045008811837e-122
JAKMIP3	hypomethylated	2	0.2583482787315138	9.427303925267468e-86
JAM3	hypomethylated	1	0.2492575820639857	6.53201470438247e-154
JARID2	hypomethylated	1	0.3661457486208395	6.686299188504038e-77
JAZF1	hypomethylated	2	0.2937793544999132	2.5698873210496544e-144
JAZF1-AS1	hypomethylated	1	0.2139256907312533	4.738192669025002e-19
JDP2	hypomethylated	2	0.2636182602746781	9.661508258466296e-70
JPH1	hypomethylated	1	0.3456993323339649	2.590237977588284e-135
JPH3	hypomethylated	2	0.257060015064913	1.132807219284684e-114
JPT2	hypomethylated	2	0.2973781922133679	1.7236138914512722e-141
JTB	hypomethylated	2	0.2631211565621152	7.891145196957163e-78
KALRN	hypomethylated	6	0.2462829759281996	1.0580636221545392e-141
KANK1	hypomethylated	1	0.2363884736878156	1.5350056603744349e-122
KANK3	hypomethylated	1	0.2195771659946432	3.0044300826465185e-101
KAT6A	hypomethylated	1	0.2199611077894143	9.79919970830172e-65
KAT6B	hypomethylated	4	0.3275383713828737	2.0022856477228112e-85
KAT8	hypomethylated	1	0.2175602295967141	6.08754158796644e-22
KATNIP	hypomethylated	1	0.2798905472365955	8.075080507635976e-105
KAZN	hypomethylated	1	0.2998492690727623	2.6540549725071876e-103
KBTBD11	hypomethylated	1	0.239651953124362	1.3985820477973154e-60
KBTBD12	hypomethylated	1	0.2346256267301828	8.541328487576473e-66
KCNA1	hypomethylated	1	0.4138209510635544	1.4099818884963669e-78
KCNA4	hypomethylated	4	0.2992357193432981	1.8737674608954244e-120
KCNA5	hypomethylated	1	0.2185512148907175	7.946835837176557e-100
KCNA6	hypomethylated	3	0.3479564307725552	1.355256080022155e-164
KCNAB1	hypomethylated	1	0.4173791631753295	6.257332882218807e-124
KCNAB2	hypomethylated	5	0.347004944795874	1.8383574689816425e-143
KCNB2	hypomethylated	5	0.3422740556319837	1.715001900623353e-126
KCNC1	hypomethylated	2	0.2332725925130594	2.0733339904597038e-70
KCNC4	hypomethylated	1	0.2047676975224293	5.349544712268082e-37
KCNH5	hypomethylated	1	0.2026783818120302	2.157760504601008e-56
KCNH8	hypomethylated	6	0.3759255051656522	1.6273988109907524e-185
KCNIP1	hypomethylated	10	0.3070810176720049	1.9712929137792383e-176
KCNIP1-AS1	hypomethylated	1	0.212923402450784	5.545587076102528e-87
KCNIP1-OT1	hypomethylated	1	0.2517738550727337	1.9632725925507121e-51
KCNIP4	hypomethylated	13	0.3050092440738184	6.81287742849833e-150
KCNIP4-IT1	hypomethylated	3	0.2953739790184569	6.81287742849833e-150
KCNJ1	hypomethylated	2	0.3769925329153759	3.013701779977515e-120
KCNJ10	hypomethylated	1	0.2136181004842122	1.3204972861471754e-53
KCNJ16	hypomethylated	11	0.3303769250706403	3.5544331385668293e-180
KCNJ2	hypomethylated	5	0.3818005382123562	3.4940432124454003e-166
KCNJ5	hypomethylated	1	0.2726108916094791	7.6887907044271e-58
KCNJ6	hypomethylated	2	0.2397785520125394	2.0264557513596128e-110
KCNJ9	hypomethylated	2	0.2433961696337362	6.560279682613744e-87
KCNK1	hypomethylated	2	0.2642487978895597	4.2711304845288125e-102
KCNK10	hypomethylated	3	0.3348401144621354	3.7345045445116414e-126
KCNK12	hypomethylated	2	0.2767452962672601	2.0489383032096794e-149
KCNK18	hypomethylated	2	0.2423786902313612	6.074018942410713e-106
KCNK9	hypomethylated	12	0.3917952759655957	8.563563038467245e-195
KCNMA1	hypomethylated	8	0.3181308658608928	5.029024850148884e-97
KCNMB1	hypomethylated	3	0.2905157849675676	1.9712929137792383e-176
KCNMB2	hypomethylated	1	0.2095554385144566	1.6203381494893711e-62
KCNMB2-AS1	hypomethylated	1	0.2095554385144566	1.6203381494893711e-62
KCNN1	hypomethylated	1	0.2532986869097567	3.5259246307819766e-112
KCNN2	hypomethylated	2	0.2082410133031551	5.492766246020668e-107
KCNQ1	hypomethylated	2	0.2741046302788749	3.4862384991695723e-193
KCNQ2	hypomethylated	15	0.4883111303948628	1.6778495717036804e-150
KCNQ3	hypomethylated	3	0.2978883745526265	5.524020754009471e-131
KCNS3	hypomethylated	3	0.3349724943020384	7.690377369807259e-66
KCNT1	hypomethylated	5	0.2675385607993838	1.9562162887972449e-134
KCNT2	hypomethylated	1	0.3460415961556017	3.7154361340150372e-152
KCNV1	hypomethylated	1	0.2752102637941858	1.0151754238952436e-78
KCTD1	hypomethylated	1	0.2500178453583703	4.976204522916324e-19
KCTD16	hypomethylated	2	0.3091723399373561	2.0874077442441427e-94
KCTD6	hypomethylated	1	0.2129631023041377	1.8762090385848342e-34
KCTD7	hypomethylated	1	0.227199007916106	4.2536779908262845e-60
KCTD8	hypomethylated	1	0.2531036037789514	1.0793406304106e-59
KDELR2	hypomethylated	2	0.2456811613126818	4.49919951178465e-54
KDM4F	hypomethylated	1	0.2123337237463631	1.512310702610874e-120
KHDC1L	hypomethylated	1	0.2053883957614575	3.4632158585888895e-83
KHDC4	hypomethylated	3	0.3132122659825544	2.9175024451137024e-111
KHDRBS1	hypomethylated	1	0.2030542122408902	2.535647415815898e-52
KHDRBS2	hypomethylated	1	0.2458739028383623	3.928627798045831e-46
KHDRBS3	hypomethylated	1	0.2139878147341516	2.4347281062775887e-71
KIAA0040	hypomethylated	1	0.2938181757453069	2.6521731853087062e-166
KIAA0087	hypomethylated	1	0.2373378996609755	7.91932125509749e-63
KIAA0319L	hypomethylated	1	0.2066942931622978	6.241528048019619e-40
KIAA0408	hypomethylated	1	0.2668653782553249	1.5106720706633975e-138
KIAA0825	hypomethylated	1	0.2616640006971059	8.276908634784677e-28
KIAA0930	hypomethylated	3	0.3038212031175352	1.7989581885290403e-90
KIAA1217	hypomethylated	2	0.2660990534419027	3.085091080423841e-112
KIAA1549L	hypomethylated	9	0.3246069111451711	1.3700011500138935e-158
KIAA1614	hypomethylated	1	0.2806079499623055	5.534912510308402e-123
KIAA2026	hypomethylated	1	0.2541158468998268	5.1949038598428195e-62
KIF13A	hypomethylated	1	0.2961718665173637	7.532537656927383e-103
KIF1A	hypomethylated	1	0.2059586779630355	7.37037988911852e-66
KIF21B	hypomethylated	1	0.2770938082032306	1.4597240486978455e-122
KIF25	hypomethylated	1	0.2276651250036175	4.545598989228382e-58
KIF26A	hypomethylated	1	0.2381356607839574	1.3001697873755087e-76
KIF26B	hypomethylated	10	0.3372108918566776	2.939544051324155e-151
KIF2B	hypomethylated	1	0.2103310778337189	8.387281524183362e-92
KIF3B	hypomethylated	1	0.2920519518947742	5.638762336851319e-94
KIF4B	hypomethylated	1	0.314999323516265	1.256202151936862e-45
KIF5A	hypomethylated	1	0.252672179268038	3.6797345132196343e-66
KIF6	hypomethylated	2	0.2499323178671501	2.235456931221169e-124
KIFC1	hypomethylated	1	0.2714047927107416	1.471121375262626e-94
KIR2DL4	hypomethylated	6	0.3395631990470533	1.818958256201258e-173
KIR3DL1	hypomethylated	2	0.2559697341263499	1.6704431679318334e-144
KIR3DL2	hypomethylated	2	0.2622721275713251	4.100056311594214e-100
KIR3DL3	hypomethylated	1	0.2860700032139491	2.999756465426423e-138
KIR3DX1	hypomethylated	7	0.3331387358614045	2.876303778918634e-138
KIRREL1	hypomethylated	2	0.2332729889627577	3.5672748295371917e-118
KIRREL2	hypomethylated	1	0.2422946664886605	1.350829394733542e-59
KIRREL3	hypomethylated	28	0.3717630873456973	1.985286404419261e-171
KIRREL3-AS1	hypomethylated	4	0.2656204483358574	2.1147188282386383e-157
KIRREL3-AS2	hypomethylated	1	0.2397609495868391	1.0903366137840457e-87
KIRREL3-AS3	hypomethylated	2	0.3084257224698055	1.105048658386578e-102
KISS1	hypomethylated	1	0.3136423792021131	8.303790483819715e-89
KIT	hypomethylated	2	0.2206928186502265	5.958988440606403e-63
KLC1	hypomethylated	2	0.2749882295506524	9.446151121902346e-58
KLF12	hypomethylated	1	0.2039022901511795	3.203671210901061e-85
KLF3-AS1	hypomethylated	1	0.2360552952855493	2.898845596817588e-50
KLHDC2	hypomethylated	2	0.2841079485996401	1.662488758131703e-98
KLHDC4	hypomethylated	2	0.2219952569851895	8.061842852895478e-69
KLHDC8A	hypomethylated	1	0.3227229619135051	3.3207807126746154e-72
KLHDC9	hypomethylated	1	0.2074685643372509	5.427296492136448e-26
KLHL2	hypomethylated	2	0.2875936738017982	2.3782706569701047e-78
KLHL23	hypomethylated	1	0.4104201765426649	2.0181930369135025e-203
KLHL24	hypomethylated	1	0.2943743544166206	1.439920141200392e-37
KLHL29	hypomethylated	7	0.2909384976850058	2.772341467863409e-162
KLHL32	hypomethylated	1	0.2616870041005056	1.872002782020331e-136
KLHL35	hypomethylated	1	0.3459087764944778	1.5875926843520183e-79
KLK1	hypomethylated	1	0.220812750053463	6.281416253303193e-94
KLK10	hypomethylated	1	0.2708652503245967	5.429925897897028e-41
KLK11	hypomethylated	1	0.2086065263640071	7.101082453492991e-35
KLK15	hypomethylated	2	0.364646843454682	7.462173474737184e-150
KLK2	hypomethylated	3	0.2519610880009365	3.913253501695655e-114
KLK3	hypomethylated	1	0.3145283602308243	4.968550781263316e-102
KLK4	hypomethylated	1	0.2220020683143952	6.596011791747248e-36
KLK7	hypomethylated	1	0.2390542799223742	1.0092608733980347e-41
KLK8	hypomethylated	1	0.2478059282461581	1.4340249313914922e-110
KLK9	hypomethylated	2	0.2478059282461581	1.4340249313914922e-110
KLKB1	hypomethylated	1	0.2473482140309678	2.1904390578219124e-80
KMO	hypomethylated	1	0.2421438204962788	1.6785312978455222e-84
KMT2A	hypomethylated	2	0.2220653363655103	1.7824128711388237e-82
KNDC1	hypomethylated	10	0.3817186003392162	1.1248602444374037e-108
KNOP1	hypomethylated	1	0.2540632381143636	3.99958128974578e-43
KRT1	hypomethylated	5	0.2770659290737811	1.4359089175537125e-116
KRT15	hypomethylated	1	0.2033392523747255	3.962719648489063e-23
KRT18	hypomethylated	2	0.2636792458619966	1.3609787261666814e-103
KRT18P42	hypomethylated	1	0.2541132191154839	7.168105456497789e-155
KRT18P56	hypomethylated	1	0.2141189717388206	1.5038904507625277e-104
KRT19	hypomethylated	3	0.2945469203427745	3.5766476905711912e-99
KRT23	hypomethylated	1	0.2409962194684053	2.5101990395876837e-46
KRT27	hypomethylated	1	0.2212522757414114	2.052977918351781e-104
KRT39	hypomethylated	1	0.2938903506707297	1.645785682410526e-133
KRT4	hypomethylated	5	0.3177189090706933	5.4179058556917415e-145
KRT6A	hypomethylated	1	0.2325705905472751	1.4362533187446709e-99
KRT72	hypomethylated	1	0.2047028822284041	1.2607945105100944e-39
KRT76	hypomethylated	1	0.2185289060589245	4.926863071970252e-67
KRT79	hypomethylated	1	0.2076451714990603	5.9224653826549706e-83
KRT8	hypomethylated	3	0.2636792458619966	1.3609787261666814e-103
KRT80	hypomethylated	6	0.2855219036010167	3.5998789109990034e-51
KRT8P4	hypomethylated	1	0.208905952481504	5.5454367415826405e-39
KRT8P41	hypomethylated	1	0.2161622026933463	1.884548109229205e-13
KRTAP10-4	hypomethylated	1	0.3178257152730379	8.612660864430573e-101
KRTAP11-1	hypomethylated	3	0.3108905674355942	1.0794471516669744e-172
KRTAP19-8	hypomethylated	1	0.209323103015921	1.7991188414084538e-86
KRTAP20-1	hypomethylated	1	0.2309634896472487	7.958559100812678e-73
KRTAP20-3	hypomethylated	1	0.3572586517635557	3.098680006318956e-199
KRTAP20-4	hypomethylated	1	0.2182761405213295	5.147736695101947e-125
