gene	direction	n_probes	max_abs_delta_beta	min_fdr
KRTAP3-1	hypomethylated	2	0.2841257395371803	2.625068317449165e-130
KRTAP4-1	hypomethylated	1	0.2361389883821824	7.501862556476476e-40
KRTAP4-8	hypomethylated	1	0.2159787189052074	3.4856749496872413e-63
KRTAP8-1	hypomethylated	2	0.2358298578314159	4.63592630976665e-119
KSR1	hypomethylated	2	0.3160228726016389	5.1368734522578135e-114
KTN1	hypomethylated	1	0.3036528016135821	2.381771514981406e-84
KTN1-AS1	hypomethylated	1	0.3061859411936027	7.880047203777672e-142
KY	hypomethylated	1	0.2745617971383372	4.8475857819953955e-90
KYNU	hypomethylated	1	0.2702925408663139	1.1395412414179507e-55
L34079.1	hypomethylated	1	0.3053044582607207	9.79889831975034e-130
LAIR1	hypomethylated	1	0.223455874636817	2.6753625029909363e-49
LAIR2	hypomethylated	1	0.2278731276349324	2.2508076377904025e-70
LAMA1	hypomethylated	2	0.3289998199856765	8.090533422071491e-149
LAMB1	hypomethylated	2	0.2950591365495771	1.1578120349402873e-93
LAMB3	hypomethylated	1	0.2533511801510639	3.708352521316682e-109
LAMB4	hypomethylated	1	0.2039232905860908	1.6980823090043232e-94
LAMC3	hypomethylated	3	0.2796351742678881	5.543073064977855e-138
LAMP3	hypomethylated	1	0.2304382847785032	2.9957439488072763e-53
LAPTM4B	hypomethylated	1	0.2905476410695843	2.2167750261953155e-34
LARP1	hypomethylated	4	0.2475729514537438	3.8982507248004016e-61
LAS1L	hypomethylated	2	0.231888180521588	3.5595647404625513e-104
LATS2	hypomethylated	1	0.3150569237009344	2.5547880735476868e-144
LAX1	hypomethylated	2	0.2211329292830348	2.405413822125619e-112
LBH	hypomethylated	2	0.2902622299714384	3.8048513923265267e-159
LBHD1	hypomethylated	1	0.2153496277420977	6.78329620090461e-88
LCE1A	hypomethylated	2	0.2647231124350324	2.136656920095899e-132
LCE1D	hypomethylated	1	0.2195900166257937	4.7752598909591386e-33
LCE2A	hypomethylated	2	0.2708026985545735	1.0832993456299644e-64
LCE3D	hypomethylated	2	0.2653085855111647	3.180661287535114e-106
LCE3E	hypomethylated	2	0.2937956856023807	1.428949381799749e-88
LCE4A	hypomethylated	1	0.2233162910932351	2.2333919657890747e-90
LCE5A	hypomethylated	2	0.2322354423864444	6.279360690477925e-95
LCE6A	hypomethylated	1	0.2051753074944361	2.446163384797247e-71
LCLAT1	hypomethylated	1	0.2289761081356578	6.628796058720013e-59
LCOR	hypomethylated	2	0.2648306939025682	1.1047530948713295e-127
LCP1	hypomethylated	3	0.257621524602026	6.321066634942804e-106
LCP2	hypomethylated	4	0.3782155057238449	1.072864961079718e-209
LDB2	hypomethylated	21	0.3767863797683454	3.0632593915544076e-187
LDLRAD1	hypomethylated	1	0.3184189457054374	1.3322632467961817e-71
LDLRAD3	hypomethylated	2	0.2984311847860034	1.3094982110501866e-51
LECT2	hypomethylated	1	0.2242566004807387	2.417859784742009e-52
LEF1	hypomethylated	1	0.3230159599792782	2.2119779922061314e-119
LEF1-AS1	hypomethylated	1	0.2001652361276735	2.8171741916925377e-14
LEFTY1	hypomethylated	2	0.3420815324770483	1.1080919934062556e-64
LELP1	hypomethylated	7	0.3162493170723889	1.4323746531415807e-173
LEMD1	hypomethylated	2	0.28492108632065	7.743312080322085e-144
LEMD1-AS1	hypomethylated	1	0.2708011724494991	5.44712121794403e-107
LEMD1-DT	hypomethylated	1	0.2694362867256494	3.7559358497233815e-100
LEPR	hypomethylated	1	0.298622734472709	2.396271297391364e-151
LETM1	hypomethylated	1	0.2579022060165934	9.201740590192733e-111
LEUTX	hypomethylated	1	0.2075461599575732	4.338138627263838e-58
LFNG	hypomethylated	2	0.2576611333772941	2.2875911465949877e-46
LGALS13	hypomethylated	1	0.2886963491851103	2.2289922320964848e-159
LGALS8	hypomethylated	3	0.3275534498717991	9.924725394191791e-91
LGALSL-DT	hypomethylated	1	0.2626272799653545	2.3650540850774947e-86
LGR4	hypomethylated	1	0.3174614928020612	2.878198549711479e-104
LGR5	hypomethylated	1	0.2620297138300319	3.246919002352565e-85
LHCGR	hypomethylated	2	0.2337286352159637	2.42504257985374e-129
LHFPL1	hypomethylated	1	0.2684802615267637	5.495082260987696e-59
LHFPL2	hypomethylated	2	0.2786338879866301	1.0361910519542873e-150
LHFPL3	hypomethylated	4	0.2956082256736553	6.944217466277547e-86
LHFPL3-AS1	hypomethylated	2	0.2519760886430928	1.9353902001649516e-69
LHFPL3-AS2	hypomethylated	1	0.3249511183746144	3.4407779193192324e-144
LHFPL4	hypomethylated	2	0.228200655210855	4.090272320005982e-87
LHFPL6	hypomethylated	6	0.291153787968422	9.008881701020399e-159
LHX4	hypomethylated	1	0.3137201834497466	4.055977089213344e-136
LHX6	hypomethylated	2	0.3943617688162902	2.4137965055657168e-91
LIFR	hypomethylated	2	0.2461448390119021	1.5045459947982525e-91
LILRA1	hypomethylated	1	0.2459261968541748	4.571396646979833e-132
LILRA2	hypomethylated	2	0.3397604154182859	1.4380772071125854e-102
LILRA4	hypomethylated	2	0.3933232912362925	2.9233269565222695e-160
LILRA5	hypomethylated	1	0.2065296236983069	6.3508961575572535e-105
LILRB1	hypomethylated	4	0.3165368630513376	1.7978623539707986e-147
LILRB1-AS1	hypomethylated	1	0.2561479458063959	1.7978623539707986e-147
LILRB2	hypomethylated	2	0.2523831074617575	3.0141684927417228e-80
LILRB4	hypomethylated	5	0.2910186805383629	1.0467714895159776e-123
LIMA1	hypomethylated	1	0.2197811683755342	7.1006135105411225e-25
LIN7A	hypomethylated	2	0.218880902396308	8.610909299854788e-96
LIN7B	hypomethylated	1	0.2136121166166156	4.573426185578536e-50
LINC-PINT	hypomethylated	2	0.2531258835337862	9.871295382093131e-102
LINC00111	hypomethylated	1	0.2829808960016621	1.5781698857384559e-60
LINC00163	hypomethylated	1	0.2618704068751937	4.387847802150382e-90
LINC00184	hypomethylated	1	0.378387386638177	4.567623158732253e-158
LINC00243	hypomethylated	1	0.2800123770144028	7.341343202830289e-86
LINC00261	hypomethylated	2	0.2705552309062873	2.2435967345321666e-64
LINC00271	hypomethylated	1	0.297872131187599	2.385779644624176e-71
LINC00290	hypomethylated	2	0.2214563479957406	1.3397349087390815e-94
LINC00297	hypomethylated	1	0.2132910930439898	4.3532073500243546e-51
LINC00299	hypomethylated	1	0.2220545570898257	3.476237808000605e-59
LINC00323	hypomethylated	3	0.357184026758585	1.0940091438915643e-124
LINC00326	hypomethylated	1	0.2108004296615916	1.4153433029188083e-77
LINC00331	hypomethylated	1	0.2086513440647298	2.0183137564555116e-21
LINC00378	hypomethylated	1	0.2497883686066465	1.56013037113081e-71
LINC00393	hypomethylated	1	0.3053179726076603	4.553816273132644e-137
LINC00402	hypomethylated	1	0.2078584794731954	2.84469764049286e-35
LINC00407	hypomethylated	1	0.2093276952752205	1.7077035625701536e-65
LINC00410	hypomethylated	1	0.246393314461583	3.690061448678647e-74
LINC00469	hypomethylated	1	0.2274294059751728	1.1378823705802765e-73
LINC00476	hypomethylated	1	0.2373464301630343	3.0451019344676685e-144
LINC00485	hypomethylated	2	0.2618116760253905	1.2836319534762116e-30
LINC00488	hypomethylated	1	0.3170822296486625	2.0119020337043087e-114
LINC00504	hypomethylated	1	0.205908135418252	1.0734917292713723e-55
LINC00511	hypomethylated	2	0.2252211055849829	1.2488428792068648e-50
LINC00534	hypomethylated	1	0.3229078122508358	1.11594305208885e-69
LINC00535	hypomethylated	4	0.3288462351722284	1.6774086947017663e-117
LINC00540	hypomethylated	3	0.2191036810587756	2.67533896371822e-121
LINC00551	hypomethylated	2	0.3085994094715221	3.237038574914427e-129
LINC00567	hypomethylated	1	0.318632041426982	2.651159307483414e-136
LINC00578	hypomethylated	2	0.3049638590362771	4.103688159497875e-123
LINC00582	hypomethylated	1	0.2866824433977803	1.8811894154491962e-17
LINC00592	hypomethylated	6	0.2855219036010167	3.5998789109990034e-51
LINC00607	hypomethylated	1	0.2800529257013452	3.0527381022916832e-58
LINC00620	hypomethylated	1	0.228075673432863	2.4497385090093474e-85
LINC00621	hypomethylated	1	0.2388454216856873	1.7823011297491337e-109
LINC00632	hypomethylated	1	0.2124649206797282	5.39844096611385e-84
LINC00635	hypomethylated	1	0.2980401088662586	1.0117539250425605e-95
LINC00636	hypomethylated	2	0.2980401088662586	1.2833085096336998e-124
LINC00638	hypomethylated	1	0.2906034366365491	2.8406196721220217e-155
LINC00649	hypomethylated	2	0.351618461334017	2.3334023986018968e-48
LINC00658	hypomethylated	4	0.337641867779417	1.2536945051473085e-139
LINC00668	hypomethylated	1	0.2091450698742961	1.16324009088453e-87
LINC00670	hypomethylated	3	0.3150143996820445	3.397095559595204e-130
LINC00678	hypomethylated	1	0.2275836851160341	1.2249853494044855e-97
LINC00681	hypomethylated	1	0.2403860317757581	3.1395291727323503e-100
LINC00698	hypomethylated	8	0.3005994629477407	7.738970690625719e-147
LINC00700	hypomethylated	2	0.2569272603392903	5.76392920814508e-116
LINC00701	hypomethylated	1	0.2119468404241026	1.6294373177093014e-79
LINC00707	hypomethylated	1	0.2575119079782805	5.5227209909915016e-104
LINC00710	hypomethylated	5	0.3949520617636337	4.371563085307662e-227
LINC00824	hypomethylated	1	0.2395904531867551	7.149536702569142e-51
LINC00836	hypomethylated	1	0.2672344052066223	2.400587421726056e-100
LINC00839	hypomethylated	2	0.2611464426931915	6.304069988951954e-143
LINC00840	hypomethylated	1	0.2914333740999631	9.226880858071385e-148
LINC00841	hypomethylated	1	0.3375233128385724	1.4199554118015067e-117
LINC00861	hypomethylated	1	0.317355074677784	7.234655216708977e-125
LINC00880	hypomethylated	1	0.2465609624394006	3.540860536952132e-65
LINC00881	hypomethylated	1	0.2465609624394006	3.540860536952132e-65
LINC00882	hypomethylated	1	0.2119332022847083	2.0210969647008765e-52
LINC00884	hypomethylated	2	0.2683042565846034	7.7035080088893934e-118
LINC00886	hypomethylated	2	0.3754245375839911	7.036964791882272e-138
LINC00898	hypomethylated	3	0.4279129204689611	2.3306312747551573e-111
LINC00901	hypomethylated	1	0.2558509955628116	9.312421745262625e-109
LINC00906	hypomethylated	4	0.4291468836470274	4.765500939363316e-156
LINC00907	hypomethylated	1	0.2278816088608178	1.0037871808192098e-114
LINC00917	hypomethylated	1	0.2801172687819744	9.927718849438136e-112
LINC00923	hypomethylated	3	0.3452299261403254	4.768921272902451e-192
LINC00924	hypomethylated	1	0.226471208328478	4.499160853771453e-81
LINC00930	hypomethylated	1	0.278051924605759	8.782045218514772e-151
LINC00940	hypomethylated	1	0.4594087629838803	2.549700349585178e-149
LINC00943	hypomethylated	12	0.3552864757133487	3.0019579797998736e-195
LINC00944	hypomethylated	9	0.5511281589079186	5.496552398797583e-186
LINC00963	hypomethylated	1	0.2009907147897015	1.9979472083934303e-116
LINC00968	hypomethylated	2	0.3672950123275816	5.348755942142011e-75
LINC00970	hypomethylated	1	0.295969709251957	1.890516810632463e-127
LINC01004	hypomethylated	1	0.2070631634297669	1.4395156208997989e-61
LINC01006	hypomethylated	3	0.3256720384480545	2.5150347489403033e-111
LINC01010	hypomethylated	1	0.2533890135038686	1.4031709471816702e-84
LINC01011	hypomethylated	2	0.3049363030603901	2.1363992218451966e-177
LINC01015	hypomethylated	1	0.2196818065408393	3.401536464722096e-98
LINC01018	hypomethylated	1	0.2368800421441123	8.540705226223479e-117
LINC01019	hypomethylated	5	0.2746584647400379	1.5438565638748602e-145
LINC01020	hypomethylated	6	0.3594538053900148	4.2174064171549884e-173
LINC01028	hypomethylated	2	0.3471061709425559	5.7784315407878204e-151
LINC01029	hypomethylated	2	0.3279197543021659	1.3480820727627344e-151
LINC01030	hypomethylated	1	0.3229078122508358	1.11594305208885e-69
LINC01036	hypomethylated	2	0.3362762747423533	1.8325930250415223e-95
LINC01038	hypomethylated	1	0.2644315503804402	6.947508636422226e-75
LINC01044	hypomethylated	4	0.2540966565269623	2.5176077302665313e-119
LINC01049	hypomethylated	1	0.2315039723824992	1.3033433836167652e-111
LINC01056	hypomethylated	4	0.3487792672659391	1.1634015274825715e-127
LINC01060	hypomethylated	4	0.2838715648122671	5.42344091980588e-125
LINC01069	hypomethylated	1	0.2324007060620446	3.528007072727355e-97
LINC01070	hypomethylated	1	0.2155170862529319	2.0681783405242708e-82
LINC01081	hypomethylated	3	0.2451229983170215	1.6329869974712097e-102
LINC01088	hypomethylated	1	0.2388747480601489	1.2178525243561044e-60
LINC01090	hypomethylated	3	0.3270644260602232	3.838952643123398e-107
LINC01091	hypomethylated	2	0.3199624304859709	4.5859267317409786e-99
LINC01098	hypomethylated	2	0.225958095503335	5.4650723111735846e-70
LINC01099	hypomethylated	1	0.2203228532275351	4.5118396556989015e-59
LINC01107	hypomethylated	1	0.3586440732385346	2.6394060904159673e-143
LINC01114	hypomethylated	1	0.2103932902079216	7.901081513316326e-45
LINC01115	hypomethylated	1	0.2020672882142523	3.234274608099169e-89
LINC01117	hypomethylated	1	0.2400845564674352	3.523970546437063e-33
LINC01121	hypomethylated	2	0.2561421291494456	2.624305386709548e-87
LINC01122	hypomethylated	2	0.2861746260888466	8.770415651928585e-94
LINC01137	hypomethylated	2	0.2162720879720502	3.096308809626898e-59
LINC01139	hypomethylated	1	0.2316748125270018	5.060789173374465e-44
LINC01140	hypomethylated	1	0.2972805068884013	2.4738731563276944e-116
LINC01142	hypomethylated	1	0.3120060694133135	1.7368467895167142e-143
LINC01144	hypomethylated	1	0.2169842298339014	8.505668139762738e-68
LINC01148	hypomethylated	1	0.2927425861133956	2.3805636144433307e-106
LINC01163	hypomethylated	11	0.3710276630185886	4.966072506168758e-227
LINC01164	hypomethylated	3	0.2603502047467897	1.0094606039118486e-157
LINC01169	hypomethylated	1	0.2364989625475262	8.498456686573762e-73
LINC01170	hypomethylated	1	0.38639442207887	1.0993355304227692e-128
LINC01197	hypomethylated	1	0.2337319984631426	5.6384780425933425e-50
LINC01205	hypomethylated	2	0.2498229113242023	1.3089292369188328e-104
LINC01210	hypomethylated	1	0.210733447429813	1.0246947634220709e-61
LINC01234	hypomethylated	4	0.3427041012378662	1.0922676190157151e-114
LINC01237	hypomethylated	10	0.353338097783842	1.5753681437182732e-120
LINC01247	hypomethylated	1	0.2469283194715135	1.54374334098654e-133
LINC01250	hypomethylated	3	0.304640532868398	4.2573154072840716e-101
LINC01252	hypomethylated	1	0.2822562969946845	1.3843398153027208e-45
LINC01257	hypomethylated	2	0.3838714320485185	1.1133073524509817e-149
LINC01262	hypomethylated	1	0.2241673978635798	2.7909362829075205e-72
LINC01287	hypomethylated	1	0.2417088336743968	2.797490218683957e-56
LINC01289	hypomethylated	2	0.2723786411009562	7.386154351514816e-86
LINC01300	hypomethylated	1	0.2434429818661907	1.399168509216247e-108
LINC01303	hypomethylated	2	0.2385873346225446	7.372248438737809e-42
LINC01304	hypomethylated	2	0.2971905707778522	3.6651413063370537e-146
LINC01307	hypomethylated	1	0.2209654818273869	2.6951128631300086e-93
LINC01331	hypomethylated	3	0.268106611251831	6.360771013128733e-98
LINC01333	hypomethylated	1	0.2101083485930516	6.360771013128733e-98
LINC01335	hypomethylated	1	0.2457933523474492	1.2170764119940604e-36
LINC01344	hypomethylated	3	0.3357154295696475	1.607793483759279e-146
LINC01345	hypomethylated	1	0.2456289666479628	1.0544505083363704e-100
LINC01346	hypomethylated	2	0.2607049264984526	1.0544505083363704e-100
LINC01358	hypomethylated	2	0.2797913768908067	1.1528764787794097e-89
LINC01361	hypomethylated	1	0.2686720305849053	2.3771378764026914e-89
LINC01362	hypomethylated	1	0.2686720305849053	2.3771378764026914e-89
LINC01366	hypomethylated	5	0.3584763000417483	8.321228970313838e-122
LINC01374	hypomethylated	1	0.2381886182846606	2.862373565055373e-70
LINC01375	hypomethylated	1	0.2381886182846606	2.862373565055373e-70
LINC01376	hypomethylated	3	0.3758112803400695	1.5016940528066158e-176
LINC01377	hypomethylated	1	0.2354460192507874	3.736533289429226e-77
LINC01414	hypomethylated	2	0.2723786411009562	7.386154351514816e-86
LINC01435	hypomethylated	1	0.2690582993351051	6.0071831354120344e-80
LINC01470	hypomethylated	2	0.3088134848554281	5.976989771867998e-124
LINC01471	hypomethylated	1	0.2354159253065214	4.709148391175525e-61
LINC01473	hypomethylated	1	0.2895105309486011	2.9473316655309374e-154
LINC01482	hypomethylated	2	0.2936261991897337	2.4878600584593853e-141
LINC01483	hypomethylated	10	0.3625123983046647	1.372243501950304e-191
LINC01487	hypomethylated	2	0.288138218247451	2.433891467799673e-138
LINC01491	hypomethylated	1	0.2649842863743724	4.001236973994167e-89
LINC01500	hypomethylated	4	0.3781265852175353	3.026494532559424e-126
LINC01502	hypomethylated	1	0.3135858829822501	6.618442599470579e-150
LINC01517	hypomethylated	1	0.2504949860924134	6.2209512259313505e-52
LINC01548	hypomethylated	1	0.2676925007876571	1.2328273063156641e-138
LINC01555	hypomethylated	3	0.3220121641795925	2.924691042564935e-101
LINC01558	hypomethylated	1	0.2449048444152297	1.7199353696851404e-88
LINC01561	hypomethylated	1	0.2006751523322169	2.2447917512173783e-80
LINC01568	hypomethylated	2	0.2794568358418048	7.622479461825556e-170
LINC01572	hypomethylated	1	0.2360985431975486	9.610393309716653e-94
LINC01582	hypomethylated	1	0.2997484817314961	1.7408067522539544e-153
LINC01588	hypomethylated	1	0.2943708282156089	1.0788801370551885e-74
LINC01591	hypomethylated	6	0.3014609304762777	2.334371465883415e-121
LINC01600	hypomethylated	1	0.2405327619332364	1.0594113532285363e-48
LINC01605	hypomethylated	3	0.3365537515732461	6.797284064061198e-118
LINC01606	hypomethylated	4	0.3010494948522425	2.2995655772841737e-79
LINC01615	hypomethylated	1	0.2084750834075276	3.472443697592937e-133
LINC01616	hypomethylated	1	0.2891944121746234	7.202587265547067e-87
LINC01619	hypomethylated	1	0.2852748976616567	2.07934917766478e-96
LINC01622	hypomethylated	8	0.388759925123889	1.2792901570800823e-133
LINC01646	hypomethylated	1	0.4205555012092201	2.0566766896659281e-119
LINC01649	hypomethylated	1	0.2231692226907221	3.0009986208545445e-82
LINC01681	hypomethylated	1	0.3120060694133135	1.7368467895167142e-143
LINC01698	hypomethylated	1	0.3437603746504044	4.513253596581048e-93
LINC01699	hypomethylated	1	0.2091043903714133	5.574236911708715e-63
LINC01701	hypomethylated	1	0.298341295769092	2.2870181837218343e-64
LINC01705	hypomethylated	1	0.2449807022577312	6.990365652004261e-132
LINC01707	hypomethylated	2	0.2373222548779459	4.936736361321199e-84
LINC01725	hypomethylated	1	0.2596698567932129	5.006263622363192e-30
LINC01732	hypomethylated	1	0.3111818143986374	1.5285182129591583e-144
LINC01734	hypomethylated	1	0.2704451175033165	2.1901444424234227e-125
LINC01749	hypomethylated	7	0.3487792672659391	1.1634015274825715e-127
LINC01755	hypomethylated	1	0.2003451622327769	2.5749875817634763e-99
LINC01767	hypomethylated	1	0.3152232785732036	6.94807865680862e-175
LINC01777	hypomethylated	2	0.3868981891794155	4.587277911079063e-177
LINC01789	hypomethylated	2	0.3371123750193781	9.715267694115872e-153
LINC01798	hypomethylated	2	0.2283731307733403	5.56226232321466e-60
LINC01800	hypomethylated	1	0.2296842625897514	3.153745136778265e-71
LINC01804	hypomethylated	1	0.256597562946006	1.5858120684263242e-76
LINC01813	hypomethylated	1	0.2200780703724185	2.0340404957466156e-125
LINC01814	hypomethylated	3	0.303836111197271	7.614257529608112e-65
LINC01815	hypomethylated	2	0.2549452463172621	1.5598065864693685e-96
LINC01823	hypomethylated	1	0.2278561513610082	1.045661636205411e-105
LINC01824	hypomethylated	1	0.2237485391201503	3.5145086827386593e-118
LINC01830	hypomethylated	1	0.2902005288950406	1.4201451332254579e-144
LINC01847	hypomethylated	3	0.2480093078362704	6.381503149981306e-107
LINC01861	hypomethylated	1	0.2238491127507063	6.31782961969684e-124
LINC01863	hypomethylated	1	0.2114443062628958	3.1204434668039923e-47
LINC01870	hypomethylated	1	0.2703766783351441	4.581184545029149e-176
LINC01872	hypomethylated	1	0.3129994979823198	9.058994060571816e-182
LINC01874	hypomethylated	6	0.2401501831440579	1.0512270763612178e-111
LINC01883	hypomethylated	1	0.246632086768655	4.27128573428073e-73
LINC01885	hypomethylated	2	0.2140848279629655	5.288572168585753e-86
LINC01932	hypomethylated	1	0.2267561348028345	1.0045567839308864e-129
